Iteration,NMF Error,DNBMF Error,RDNBMF Error
272,69.57204758971028,91.95247448027685,91.702526179651
273,69.53669970265071,91.95005074494458,91.70142039123637
274,69.50164205201185,91.94764039491673,91.70033048857893
275,69.46687131724627,91.94523708223784,91.69925845544766
276,69.43238423110205,91.9428357847639,91.69820651395074
277,69.39817757869992,91.94043285511512,91.69717718443691
278,69.36424819661377,91.93802594670889,91.69617310400929
279,69.33059297195126,91.93561385858388,91.69519664205313
280,69.29720884143374,91.93319632113777,91.69424945945192
281,69.26409279047286,91.93077373362254,91.69333215972595
282,69.23124185225826,91.92834687295925,91.6924441215227
283,69.19865310683413,91.92591661145161,91.69158353349346
284,69.16632368019103,91.92348370049913,91.69074760119999
285,69.13425074335564,91.92104868698195,91.68993286415515
286,69.10243151148407,91.91861201824496,91.68913554619856
287,69.07086324295844,91.91617434924048,91.6883518665831
288,69.03954323850184,91.91373699181989,91.68757825986921
289,69.00846884028847,91.91130236812288,91.68681148658702
290,68.97763743107065,91.90887429551272,91.68604864840532
291,68.94704643331248,91.90645797110945,91.68528714254477
292,68.91669330833588,91.9040596207276,91.68452459385637
293,68.88657555548274,91.90168587994845,91.68375879340452
294,68.8566907112881,91.8993430395418,91.68298765955005
295,68.82703634866935,91.89703630193614,91.6822092246416
296,68.79761007613153,91.89476918029814,91.68142164414533
297,68.76840953698995,91.89254313817435,91.68062322286664
298,68.73943240861162,91.8903575256247,91.67981245327039
299,68.71067640167449,91.88820981835421,91.6789880612578
300,68.68213925944582,91.88609611602796,91.67814905521081
